pole_id,latitude,longitude,desc_addr,luminaire,pole_construction,arm_length,pole_use,cmo_obj_id,led_project,led_status,led_type
11M242,37.3365973,-121.8841479,E SAN FERNANDO ST 237 OPP,S-L-135,STEEL,8 FT,ST LIGHT ONLY,1350,Cahil to 10th,Completed,EC7-24M-MV-NW-2-GY-LUCO-PD-WL @ 530mA
11M243,37.33636218,-121.8846301,E SAN FERNANDO ST & S 5TH ST SEC,S4H-400,UNKNOWN,8 FT,ST LIGHT ONLY,1351,Cahil to 10th,Completed,EC7-24M-MV-NW-2-GY-LUCO-PD-WL @ 530mA
11M264,37.33702817,-121.8838926,S 6TH ST & E SAN FERNANDO ST NEC,S4H-250,STEEL,OTHER,ST LIGHT ONLY,1352,Cahil to 10th,Completed,EC7-24M-MV-NW-3-GY-LUCO-PD-WL @ 530mA
11M265,37.33715094,-121.8834814,E SAN FERNANDO ST 275,S-L-90,UNKNOWN,8 FT,ST LIGHT ONLY,1353,Cahil to 10th,Completed,EC7-24M-MV-NW-2-GY-LUCO-PD-WL @ 530mA
11M266,37.33761415,-121.8824912,E SAN FERNANDO ST 315,S-L-90,STEEL,8 FT,ST LIGHT ONLY,1354,Cahil to 10th,Completed,EC7-24M-MV-NW-2-GY-LUCO-PD-WL @ 530mA
11M274,37.33846206,-121.8792912,S 10TH ST 132,S-L-135,UNKNOWN,8 FT,ST LIGHT ONLY,1355,Smart Pole Phase 2,Planned,RFM-72W32LED4K-T-R3M
11M902,37.33540099,-121.8866356,E SAN FERNANDO ST SS 75' EO S 3RD ST,S4H-310,UNKNOWN,OTHER,ST LIGHT ONLY,1356,Cahil to 10th,Completed,EC9-30M-MV-NW-2-GY-LUCO-PD-WL @ 700mA
11L281,37.33557337,-121.8862722,E SAN FERNANDO ST SS 100' WO S 4TH ST,S4H-310,STEEL,8 FT,ST LIGHT ONLY,1357,Cahil to 10th,Completed,EC9-30M-MV-NW-2-GY-LUCO-PD-WL @ 700mA
11M330,37.33664324,-121.8845746,E SAN FERNANDO ST NS 100' E0 S 5TH ST,S-L-90,STEEL,8 FT,ST LIGHT ONLY,1358,Cahil to 10th,Completed,EC7-24M-MV-NW-2-GY-LUCO-PD-WL @ 530mA
11M331,37.33788546,-121.8819856,E SAN FERNANDO ST & S 8TH ST NWC,S-L-135,STEEL,OTHER,ST LIGHT ONLY,1359,Cahil to 10th,Completed,EC7-24M-MV-NW-3-GY-LUCO-PD-WL @ 530mA
11M332,37.33806898,-121.8815003,E SAN FERNANDO ST 365,S-L-135,STEEL,OTHER,ST LIGHT ONLY,1360,Cahil to 10th,Completed,EC7-24M-MV-NW-2-GY-LUCO-PD-WL @ 530mA
11M333,37.33828907,-121.8810412,E SAN FERNANDO ST 393,S-L-135,STEEL,8 FT,ST LIGHT ONLY,1361,Cahil to 10th,Completed,EC7-24M-MV-NW-2-GY-LUCO-PD-WL @ 530mA
11M334,37.3383054,-121.8804895,E SAN FERNANDO ST & S 9TH ST SEC,S-L-135,STEEL,8 FT,ST LIGHT & SIGNAL,1362,Cahil to 10th,Completed,EC7-24M-MV-NW-3-GY-LUCO-PD-WL @ 530mA
11M335,37.33861278,-121.8799493,E SAN FERNANDO ST SS 100' WO S 10TH ST,S-L-180,STEEL,8 FT,ST LIGHT ONLY,1363,Cahil to 10th,Completed,EC7-24M-MV-NW-3-GY-LUCO-PD-WL @ 530mA
11M373,37.33452425,-121.8763059,E SAN SALVADOR ST 456,S-L-135,STEEL,OTHER,UNKNOWN,1364,Smart Pole Phase 2,Planned,RFM-108W32LED4K-T-R3M
11M392,37.33678138,-121.8882479,S 3RD ST 10 OPP,S4H-250,STEEL,8 FT,UNKNOWN,1365,Smart Pole Phase 2,Planned,RFL-180W80LED4K-T-R3M
11M393,37.33677178,-121.8880322,S 3RD ST 20,S4H-250,UNKNOWN,6 FT,ST LIGHT ONLY,1366,Smart Pole Phase 2,Planned,RFL-180W80LED4K-T-R3M
11M403,37.33741685,-121.8871571,4TH ST ES 100' SO E SANTA CLARA ST,S4H-150,STEEL,OTHER,UNKNOWN,1367,Smart Pole,Planned,
11M404,37.33717411,-121.887137,S 4TH ST WS 200' SO E SANTA CLARA ST,S4H-150,UNKNOWN,OTHER,UNKNOWN,1368,Smart Pole,Planned,
11M423,37.33800021,-121.8817581,S 8TH ST & E SAN FERNANDO ST NEC,S-L-135,STEEL,8 FT,ST LIGHT ONLY,1369,Cahil to 10th,Completed,EC7-24M-MV-NW-3-GY-LUCO-PD-WL @ 530mA
11M432,37.33466273,-121.8764234,S 10TH ST & E SAN SALVADOR ST NEC,S-L-180,STEEL,8 FT,ST LIGHT ONLY,1370,Smart Pole Phase 2,Planned,RFM-108W32LED4K-T-R3M
11M950,37.33648911,-121.8848721,E SAN FERNANDO ST & S 5TH ST NEC,S4H-400,STEEL,8 FT,ST LIGHT ONLY,1371,Cahil to 10th,Completed,EC7-24M-MV-NW-2-GY-LUCO-PD-WL @ 530mA
11L650,37.33956769,-121.885961,N 6TH ST 61,S-L-180,STEEL,8 FT,ST LIGHT ONLY,1389,21 N 6th St Development,Planned,Leotek EC7-30M-MV-NW-3-GY-LUCO-PD-WL @ 530mA
11L651,37.3391436,-121.8856253,N 6TH ST WS 100' NO SANTA CLARA ST,S4H-250,UNKNOWN,8 FT,UNKNOWN,1390,21 N 6th St Development,Planned,Leotek EC7-30M-MV-NW-3-GY-LUCO-PD-WL @ 530mA
11M696Y,37.3344145,-121.8764803,S 10TH ST 405,S-L-180,STEEL,10 FT OR 12 FT,ST LIGHT ONLY,1391,Smart Pole Phase 2,Planned,RFM-108W32LED4K-T-R3M
11M768,37.33515574,-121.8871401,S 3RD ST & E SAN FERNANDO ST SWC,S4H-400,GALVANIZED,10 FT OR 12 FT,ST LIGHT & SIGNAL,1392,Cahil to 10th,Completed,EC9-30M-MV-NW-3-GY-LUCO-PD-WL @ 700mA
11M1003,37.33547434,-121.8869867,E SAN FERNANDO ST & S 3RD ST NEC,S4H-400,STEEL,10 FT OR 12 FT,ST LIGHT & SIGNAL,1393,Cahil to 10th,Completed,EC9-30M-MV-NW-3-GY-LUCO-PD-WL @ 700mA
11M769,37.33547701,-121.8870822,S 3RD ST & E SAN FERNANDO ST NEC,S4H-400,STEEL,10 FT OR 12 FT,ST LIGHT & SIGNAL,1394,Cahil to 10th,Completed,EC9-30M-MV-NW-3-GY-LUCO-PD-WL @ 700mA
11M770,37.3353374,-121.8872577,E SAN FERNANDO ST & S 3RD ST NWC,S4H-400,UNKNOWN,8 FT,ST LIGHT & SIGNAL,1395,Cahil to 10th,Completed,EC9-30M-MV-NW-3-GY-LUCO-PD-WL @ 700mA
11M774,37.33581902,-121.8858009,E SAN FERNANDO ST & S 4TH ST SEC,S4H-400,UNKNOWN,10 FT OR 12 FT,ST LIGHT & SIGNAL,1396,Cahil to 10th,Completed,EC9-30M-MV-NW-3-GY-LUCO-PD-WL @ 700mA
11M777,37.3349011,-121.8854965,S 4TH ST WS 300' SO E SAN FERNANDO ST,S4H-310,UNKNOWN,OTHER,UNKNOWN,1397,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
11M778,37.33447102,-121.8850983,S 4TH ST WS 400' NO PASEO DE ANTONIO,S4H-310,STEEL,OTHER,ST LIGHT ONLY,1398,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
11L779,37.33414517,-121.884916,S 4TH ST WS 100' NO PASEO DE ANTONIO,S4H-400,STEEL,8 FT,UNKNOWN,1399,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
11M794,37.3358403,-121.8862373,E SAN FERNANDO ST & S 4TH ST NEC,S4H-400,UNKNOWN,10 FT OR 12 FT,ST LIGHT & SIGNAL,1400,Cahil to 10th,Completed,EC9-30M-MV-NW-3-GY-LUCO-PD-WL @ 700mA
11M795,37.33564909,-121.8860271,S 4TH ST & E SAN FERNANDO ST SWC,S4H-400,UNKNOWN,OTHER,ST LIGHT & SIGNAL,1401,Cahil to 10th,Completed,EC9-30M-MV-NW-3-GY-LUCO-PD-WL @ 700mA
11M800,37.33894415,-121.8794672,E SAN FERNANDO ST & S 10TH ST SEC,S-L-180,STEEL,10 FT OR 12 FT,ST LIGHT & SIGNAL,1402,Cahil to 10th,Completed,EC7-24M-MV-NW-3-GY-LUCO-PD-WL @ 530mA
11M1002,37.33596624,-121.8859636,E SAN FERNANDO ST & S 4TH ST NEC,S4H-400,STEEL,10 FT OR 12 FT,ST LIGHT & SIGNAL,1403,Cahil to 10th,Completed,EC9-30M-MV-NW-3-GY-LUCO-PD-WL @ 700mA
11M860,37.33798327,-121.8791486,S 10TH ST 168 OPP,S-L-135,UNKNOWN,8 FT,UNKNOWN,1407,Smart Pole Phase 2,Planned,RFM-72W32LED4K-T-R3M
11M861,37.33821729,-121.8790668,S 10TH ST 164,S-L-135,UNKNOWN,OTHER,ST LIGHT ONLY,1408,Smart Pole Phase 2,Planned,RFM-72W32LED4K-T-R3M
11M862,37.33789668,-121.8788474,S 10TH ST 182,S-L-135,GALVANIZED,OTHER,UNKNOWN,1409,Smart Pole Phase 2,Planned,RFM-72W32LED4K-T-R3M
11M863,37.33760939,-121.8788731,S 10TH ST 182 25' SO,S-L-135,UNKNOWN,OTHER,ST LIGHT ONLY,1410,Smart Pole Phase 2,Planned,RFM-72W32LED4K-T-R3M
11M864,37.33761873,-121.8785842,S 10TH ST & E SAN ANTONIO ST NEC,S-L-135,GALVANIZED,10 FT OR 12 FT,UNKNOWN,1411,Smart Pole Phase 2,Planned,RFM-72W32LED4K-T-R3M
11M867,37.33732838,-121.8786759,S 10TH ST & E SAN ANTONIO ST SWC,S-L-135,GALVANIZED,10 FT OR 12 FT,UNKNOWN,1412,Smart Pole Phase 2,Planned,RFM-72W32LED4K-T-R3M
11M868,37.33723103,-121.878324,S 10TH ST ES 100' SO E SAN FERNANDO ST,S-L-135,UNKNOWN,OTHER,ST LIGHT ONLY,1413,Smart Pole Phase 2,Planned,RFM-72W32LED4K-T-R3M
11M869,37.33689095,-121.8782948,S 10TH ST 242 OPP,S-L-135,STEEL,OTHER,UNKNOWN,1414,Smart Pole Phase 2,Planned,RFM-72W32LED4K-T-R3M
11M870,37.33679389,-121.8780494,S 10TH ST 242,S-L-135,STEEL,OTHER,UNKNOWN,1415,Smart Pole Phase 2,Planned,RFM-72W32LED4K-T-R3M
11M871,37.3381793,-121.8807658,E SAN FERNANDO ST & S 9TH ST SWC,S-L-135,UNKNOWN,OTHER,ST LIGHT & SIGNAL,1416,Cahil to 10th,Completed,EC7-24M-MV-NW-3-GY-LUCO-PD-WL @ 530mA
11M872,37.33845543,-121.8806663,E SAN FERNANDO ST & S 9TH ST NEC,S-L-135,STEEL,10 FT OR 12 FT,ST LIGHT & SIGNAL,1417,Cahil to 10th,Completed,EC7-24M-MV-NW-3-GY-LUCO-PD-WL @ 530mA
11M873,37.3384841,-121.8807622,S 9TH ST & E SAN FERNANDO ST NEC,S-L-135,UNKNOWN,10 FT OR 12 FT,ST LIGHT & SIGNAL,1418,Cahil to 10th,Completed,EC7-24M-MV-NW-3-GY-LUCO-PD-WL @ 530mA
11M899,37.33565098,-121.8860843,E SAN FERNANDO ST & S 4TH ST SWC,S4H-400,STEEL,10 FT OR 12 FT,ST LIGHT & SIGNAL,1419,Cahil to 10th,Completed,EC9-30M-MV-NW-3-GY-LUCO-PD-WL @ 700mA
11M900,37.3353217,-121.8858251,S 4TH ST WS 100' SO E SAN FERNANDO ST,S4H-310,UNKNOWN,8 FT,UNKNOWN,1420,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
11M901,37.33509475,-121.8856441,S 4TH ST WS 200' SO E SAN FERNANDO ST,S4H-310,STEEL,OTHER,ST LIGHT ONLY,1421,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
11M903,37.33672826,-121.88388,E SAN FERNANDO ST OPP S 6TH ST,S-L-180,UNKNOWN,8 FT,ST LIGHT ONLY,1422,Cahil to 10th,Completed,EC7-24M-MV-NW-3-GY-LUCO-PD-WL @ 530mA
11M904,37.33776352,-121.8817104,E SAN FERNANDO ST & S 8TH ST SWC,S-L-180,UNKNOWN,8 FT,ST LIGHT ONLY,1423,Cahil to 10th,Completed,EC7-24M-MV-NW-3-GY-LUCO-PD-WL @ 530mA
11M906,37.3364557,-121.8877951,S 3RD ST 25 OPP,S4H-250,STEEL,6 FT,ST LIGHT ONLY,1424,Smart Pole Phase 2,Planned,RFL-180W80LED4K-T-R3M
11M907,37.33623638,-121.8876482,S 3RS ST 33 OPP,S4H-250,STEEL,6 FT,ST LIGHT ONLY,1425,Smart Pole Phase 2,Planned,RFL-180W80LED4K-T-R3M
11M908,37.33598273,-121.8874845,S 3RD ST 33 OPP,S4H-250,STEEL,6 FT,ST LIGHT ONLY,1426,Smart Pole Phase 2,Planned,RFL-180W80LED4K-T-R3M
11M909,37.33572617,-121.8872884,S 3RD ST ES 150' NO E SAN FERNANDO ST,S4H-250,STEEL,6 FT,ST LIGHT ONLY,1427,Smart Pole Phase 2,Planned,RFL-180W80LED4K-T-R3M
11M910,37.33617874,-121.8878069,S 3RD ST 33,S4H-250,STEEL,6 FT,ST LIGHT ONLY,1428,Smart Pole Phase 2,Planned,RFL-180W80LED4K-T-R3M
11M911,37.33593011,-121.8876302,S 3RD ST 33,S4H-250,STEEL,6 FT,ST LIGHT ONLY,1429,Smart Pole Phase 2,Planned,RFL-180W80LED4K-T-R3M
11M912,37.33552592,-121.88733,S 3RD ST WS 100' NO E SAN FERNANDO ST,S4H-250,STEEL,6 FT,ST LIGHT ONLY,1430,Smart Pole Phase 2,Planned,RFL-180W80LED4K-T-R3M
11M914,37.33541666,-121.8856676,S 4TH ST ES 100' SO E SAN FERNANDO ST,S4H-310,STEEL,8 FT,ST LIGHT ONLY,1431,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
11M915,37.33515608,-121.8854281,S 4TH ST WS 200' SO E SAN FERNANDO ST,S4H-310,STEEL,8 FT,ST LIGHT ONLY,1432,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
11M916,37.33492667,-121.8852251,S 4TH ST ES 300' SO E SAN FERNANDO ST,S4H-310,UNKNOWN,8 FT,UNKNOWN,1433,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
11M917,37.33467883,-121.8850185,S 4TH ST ES 300' SO E SAN FERNANDO ST,S4H-310,STEEL,8 FT,ST LIGHT ONLY,1434,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
11M927,37.33752063,-121.8827816,S 7TH ST & E SAN FERNANDO ST NEC,S-L-180,GALVANIZED,10 FT OR 12 FT,ST LIGHT & SIGNAL,1435,Cahil to 10th,Completed,EC7-24M-MV-NW-3-GY-LUCO-PD-WL @ 530mA
11M930,37.33495152,-121.8768028,S 10TH ST 382 OPP,S-L-180,STEEL,OTHER,ST LIGHT ONLY,1436,Smart Pole Phase 2,Planned,RFM-108W32LED4K-T-R3M
11M931,37.33521475,-121.876845,S 10TH ST 366,S-L-180,STEEL,OTHER,ST LIGHT ONLY,1437,Smart Pole Phase 2,Planned,RFM-108W32LED4K-T-R3M
11M932,37.33546978,-121.8771906,S 10TH ST 350 OPP,S-L-135,STEEL,OTHER,ST LIGHT ONLY,1438,Smart Pole Phase 2,Planned,RFM-108W32LED4K-T-R3M
11M933,37.33580447,-121.8772883,S 10TH ST ES 100' SO E SAN CARLOS ST,S-L-180,STEEL,8 FT,ST LIGHT ONLY,1439,Smart Pole Phase 2,Planned,RFM-108W32LED4K-T-R3M
11M939,37.33655394,-121.8880901,S. 3RD ST 25 SAN JOSE INVENTORY,S4H-250,STEEL,6 FT,ST LIGHT ONLY,1440,Smart Pole Phase 2,Planned,RFL-180W80LED4K-T-R3M
11M95,37.33613337,-121.877497,S 10TH ST & E SAN CARLOS ST NEC,S-L-135,UNKNOWN,OTHER,UNKNOWN,1441,Smart Pole Phase 2,Planned,RFM-108W32LED4K-T-R3M
11M96,37.33595279,-121.8775785,S 10TH ST & E SAN CARLOS ST SWC,S-L-135,STEEL,OTHER,ST LIGHT ONLY,1442,Smart Pole Phase 2,Planned,RFM-108W32LED4K-T-R3M
11M99,37.33908052,-121.8797151,S 10TH ST & E SAN FERNANDO ST NEC,S-L-180,STEEL,OTHER,UNKNOWN,1443,Cahil to 10th,Completed,EC7-24M-MV-NW-3-GY-LUCO-PD-WL @ 530mA
11M394,37.33637992,-121.8879412,S 3RD ST 25,S4H-250,STEEL,6 FT,ST LIGHT ONLY,1444,Smart Pole Phase 2,Planned,RFL-180W80LED4K-T-R3M
12K140,37.33160618,-121.911596,THE ALAMEDA 1084 OPP,S-L-135,UNKNOWN,OTHER,UNKNOWN,2437,Smart Pole Phase 2,Planned,RFM-72W32LED4K-T-R3M
12K145,37.33192122,-121.9122451,THE ALAMEDA 1230,S-L-135,STEEL,13 FT,ST LIGHT ONLY,2440,Smart Pole,Planned,
12K146,37.33171777,-121.9120272,THE ALAMEDA 1212,S4H-150,STEEL,OTHER,ST LIGHT ONLY,2441,The Alameda Phase 1,Completed,
12K148,37.33178379,-121.9125216,THE ALAMEDA 1250 OPP,S-L-90,UNKNOWN,10 FT OR 12 FT,ST LIGHT ONLY,2442,Smart Pole,Planned,
12K149,37.33153823,-121.9122636,THE ALAMEDA & MARTIN AVE NWC,S-L-135,STEEL,OTHER,ST LIGHT ONLY,2443,The Alameda Phase 1,Completed,
12K150,37.33121395,-121.9120602,RACE ST & MARTIN AVE SWC,S4H-150,STEEL,13 FT,ST LIGHT ONLY,2445,The Alameda Phase 1,Completed,
12K151,37.33137384,-121.9118143,THE ALAMEDA & RACE ST SEC,S-L-135,UNKNOWN,OTHER,ST LIGHT ONLY,2446,The Alameda Phase 1,Completed,
12K26,37.33160897,-121.9111543,THE ALAMEDA 1071,S-L-135,STEEL,10 FT OR 12 FT,ST LIGHT ONLY,2453,Smart Pole Phase 2,Completed,RFM-72W32LED4K-T-R3M
12K28,37.33165668,-121.9103652,THE ALAMEDA 1033B,S-L-135,STEEL,10 FT OR 12 FT,ST LIGHT ONLY,2454,Smart Pole Phase 2,Completed,RFM-72W32LED4K-T-R3M
12K286,37.33215294,-121.9124484,W JULIAN ST & THE ALAMEDA NEC,S-L-135,STEEL,OTHER,ST LIGHT ONLY,2455,The Alameda Phase 1,Completed,
12K287,37.33229419,-121.9127243,THE ALAMEDA & W JULIAN ST NWC,S-L-135,STEEL,OTHER,ST LIGHT ONLY,2456,The Alameda Phase 1,Completed,
12K289,37.33192842,-121.9126844,THE ALAMEDA & W JULIAN ST SWC,S-L-135,STEEL,13 FT,ST LIGHT ONLY,2458,The Alameda Phase 1,Completed,
12K29,37.33170591,-121.9099947,THE ALAMEDA & N KEEBLE AVE NWC,S-L-135,STEEL,10 FT OR 12 FT,ST LIGHT ONLY,2459,The Alameda Phase 1,Completed,
12K30,37.33173153,-121.909547,THE ALAMEDA 1027,S-L-135,STEEL,10 FT OR 12 FT,ST LIGHT ONLY,2461,Smart Pole Phase 2,Completed,RFM-72W32LED4K-T-R3M
12K31,37.33171019,-121.9092561,THE ALAMEDA OPP ATLAS AVE,S-L-135,STEEL,10 FT OR 12 FT,ST LIGHT ONLY,2462,The Alameda Phase 1,Completed,
12K32,37.33174416,-121.9089524,THE ALAMEDA 950,S-L-135,STEEL,10 FT OR 12 FT,ST LIGHT ONLY,2463,Smart Pole Phase 2,Completed,RFM-72W32LED4K-T-R3M
12K33,37.33176792,-121.9085375,THE ALAMEDA & N MORRISON AVE NWC,S-L-135,STEEL,10 FT OR 12 FT,ST LIGHT ONLY,2464,The Alameda Phase 1,Completed,
12k34,37.33178839,-121.9080997,THE ALAMEDA 938 OPP,S-L-135,UNKNOWN,10 FT OR 12 FT,ST LIGHT ONLY,2465,Smart Pole Phase 2,Completed,RFM-72W32LED4K-T-R3M
12K35,37.33181732,-121.907581,THE ALAMEDA 865 50' WO,S-L-135,STEEL,10 FT OR 12 FT,ST LIGHT ONLY,2466,The Alameda Phase 1,Completed,
12K355,37.33149611,-121.9075366,CLEAVES AVE & THE ALAMEDA SWC,S-L-90,STEEL,10 FT OR 12 FT,ST LIGHT ONLY,2467,The Alameda Phase 1,Completed,
12k36,37.33184306,-121.9070508,THE ALAMEDA & RHODES CT NEC,S-L-135,STEEL,10 FT OR 12 FT,ST LIGHT ONLY,2468,The Alameda Phase 1,Completed,
12K39,37.3319013,-121.9057258,THE ALAMEDA 793,S-L-135,STEEL,10 FT OR 12 FT,ST LIGHT ONLY,2469,The Alameda Phase 1,Completed,
12K38,37.33187749,-121.9061331,THE ALAMEDA 817,S-L-135,UNKNOWN,10 FT OR 12 FT,ST LIGHT ONLY,2470,The Alameda Phase 1,Completed,
12K40,37.33191261,-121.905292,THE ALAMEDA 783,S-L-135,STEEL,10 FT OR 12 FT,ST LIGHT ONLY,2472,Stockton and The Alameda Development,Planned,
12K41,37.33162578,-121.9107384,THE ALAMEDA 1041,S-L-135,STEEL,10 FT OR 12 FT,ST LIGHT ONLY,2473,Smart Pole Phase 2,Completed,RFM-72W32LED4K-T-R3M
12K41Y,37.33193639,-121.9048809,THE ALAMEDA OPP BUSH ST,S-L-135,STEEL,10 FT OR 12 FT,ST LIGHT ONLY,2474,The Alameda Phase 1,Completed,
12K42,37.3319608,-121.9045389,THE ALAMEDA 734 OPP,S-L-135,STEEL,10 FT OR 12 FT,ST LIGHT ONLY,2475,Stockton and The Alameda Development,Planned,
12K43,37.3317553,-121.9040918,THE ALAMEDA 730,S-L-90,STEEL,8 FT,ST LIGHT ONLY,2476,The Alameda Phase 1,Completed,
12K517,37.33212149,-121.9042539,STOCKTON,S4H-250,STEEL,10 FT OR 12 FT,ST LIGHT ONLY,2485,Stockton and The Alameda Development,Planned,GPLM-130W98LED4K-LE3-VOLT-DMG-**-PH9-USA-NP
12K553,37.33152682,-121.9056018,WILSON AVE ES 20' SO THE ALAMEDA,S-L-135,GALVANIZED,6 FT,ST LIGHT ONLY,2496,The Alameda Phase 1,Completed,
12L63,37.33097109,-121.9010752,S MONTGOMERY ST 40,S4H-150,STANDARD WOOD,6 FT,DISTRIBUTION,2504,Smart Pole,Planned,
12K642,37.33185815,-121.9066937,THE ALAMEDA & SUNOL ST NWC,S4H-150,GALVANIZED,10 FT OR 12 FT,ST LIGHT ONLY,2507,The Alameda Phase 1,Completed,
12K643,37.33187733,-121.9064478,THE ALAMEDA & SUNOL ST NEC,S4H-150,GALVANIZED,10 FT OR 12 FT,ST LIGHT ONLY,2508,The Alameda Phase 1,Completed,
12K644,37.33161243,-121.906458,THE ALAMEDA & SUNOL ST SEC,S4H-150,GALVANIZED,10 FT OR 12 FT,ST LIGHT ONLY,2509,The Alameda Phase 1,Completed,
12K645,37.33157614,-121.9066863,SUNOL ST & THE ALAMEDA SWC,S4H-150,GALVANIZED,10 FT OR 12 FT,ST LIGHT ONLY,2510,The Alameda Phase 1,Completed,
12K647,37.3315438,-121.9086652,2ND LIGHT NORTH OF MORRISON WEST SIDE OF THE ALAMEDA,S4H-150, ,10 OR 12 FT,ST LIGHT ONLY,2511,Smart Pole Phase 2,Completed,RFM-72W32LED4K-T-R3M
12K648,37.33177015,-121.9085365,NORTH WEST CORNER OF MORRISON & THE ALAMEDA,S-L-135, ,OTHER,ST LIGHT ONLY,2512,The Alameda Phase 1,Completed,
12K69,37.33141652,-121.9114769,THE ALAMEDA 1080,S-L-135,STEEL,10 FT OR 12 FT,ST LIGHT ONLY,2514,Smart Pole Phase 2,Planned,RFM-72W32LED4K-T-R3M
12K70,37.33144398,-121.9110428,THE ALAMEDA 1066,S-L-135,STEEL,10 FT OR 12 FT,ST LIGHT ONLY,2516,Smart Pole Phase 2,Completed,RFM-72W32LED4K-T-R3M
12K71,37.33145429,-121.9106054,THE ALAMEDA 1041 OPP,S-L-135,STEEL,10 FT OR 12 FT,ST LIGHT ONLY,2517,Smart Pole Phase 2,Completed,RFM-72W32LED4K-T-R3M
12K72,37.33147929,-121.910218,THE ALAMEDA 1036,S-L-135,STEEL,10 FT OR 12 FT,ST LIGHT ONLY,2518,Smart Pole Phase 2,Completed,RFM-72W32LED4K-T-R3M
12K73,37.33148966,-121.9097878,THE ALAMEDA OPP N KEEBLE AVE,S-L-135,STEEL,10 FT OR 12 FT,ST LIGHT ONLY,2519,The Alameda Phase 1,Completed,
12K74,37.3315266,-121.9094539,THE ALAMEDA 1010,S-L-135,STEEL,10 FT OR 12 FT,ST LIGHT ONLY,2520,Smart Pole Phase 2,Completed,RFM-72W32LED4K-T-R3M
12K75,37.33154839,-121.9090013,THE ALAMEDA SS 25' EO ATLAS AVE,S-L-135,STEEL,10 FT OR 12 FT,ST LIGHT ONLY,2521,The Alameda Phase 1,Completed,
12K77,37.33156017,-121.9082757,THE ALAMEDA 950,S-L-135,STEEL,10 FT OR 12 FT,ST LIGHT ONLY,2522,The Alameda Phase 1,Completed,
12K79,37.33160633,-121.9073,THE ALAMEDA 876,S-L-135,FIBERGLASS,10 FT OR 12 FT,ST LIGHT ONLY,2523,The Alameda Phase 1,Completed,
12K80,37.33161775,-121.9068777,THE ALAMEDA 850,S-L-135,STEEL,10 FT OR 12 FT,ST LIGHT ONLY,2525,The Alameda Phase 1,Completed,
12K81,37.33160897,-121.9063573,THE ALAMEDA 840,S-L-135,STEEL,10 FT OR 12 FT,ST LIGHT ONLY,2526,The Alameda Phase 1,Completed,
12K82,37.33162246,-121.9058949,THE ALAMEDA 808,S-L-135,STEEL,OTHER,ST LIGHT ONLY,2527,Smart Pole Phase 2,Completed,RFM-72W32LED4K-T-R3M
12K83,37.3316605,-121.9055352,THE ALAMEDA & WILSON AVE SEC,S-L-180,STEEL,OTHER,ST LIGHT ONLY,2528,The Alameda Phase 1,Completed,
12K84,37.33168609,-121.9050276,THE ALAMEDA 754,S-L-135,STEEL,10 FT OR 12 FT,ST LIGHT ONLY,2529,Stockton and The Alameda Development,Planned,
12K85,37.33173197,-121.9046192,THE ALAMEDA 746,S-L-135,STEEL,OTHER,ST LIGHT ONLY,2530,The Alameda Phase 1,Completed,
12L1Y,37.33199657,-121.9037106,THE ALAMEDA & STOCKTON AVE NEC,S-L-135,STEEL,10 FT OR 12 FT,ST LIGHT ONLY,2534,The Alameda Phase 1,Completed,
12L1003Y,37.33176622,-121.8933934,S ALMADEN BLVD 111,S4H-400,OTHER,OTHER,ST LIGHT ONLY,2535,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
12L1004Y,37.33148434,-121.8931688,S ALMADEN BLVD 151,S4H-400,OTHER,8 FT,ST LIGHT ONLY,2536,Smart Pole Phase 2,Planned,RFL-215W96LED4K-T-R3M
12L1028,37.33188509,-121.8902069,PARK AVE & S MARKET ST SWC,S4H-400,OTHER,8 FT,ST LIGHT & SIGNAL,2537,Smart Pole Phase 1,Planned,
12L1029,37.33191458,-121.8900259,S MARKET ST & PARK AVE SWC,S4H-400,OTHER,OTHER,ST LIGHT & SIGNAL,2538,Smart Pole Phase 1,Planned,
12L1030,37.33153739,-121.8909128,PARK AVE 177 OPP,S4H-400,OTHER,8 FT,ST LIGHT ONLY,2539,Smart Pole Phase 1,Planned,
12L1033,37.33167126,-121.8905884,PARK AVE 177 OPP 100' EO,S4H-400,OTHER,OTHER,ST LIGHT ONLY,2540,Smart Pole Phase 1,Planned,
12L1038,37.33173833,-121.8898494,S MARKET ST 201,S4H-400,STEEL,6 FT,ST LIGHT ONLY,2541,Smart Pole Phase 1,Planned,
12L1041,37.33139258,-121.8896,S MARKET ST 201,S4H-400,STEEL,6 FT,ST LIGHT ONLY,2542,Smart Pole Phase 1,Planned,
